Month,Risk,Facility Type,total_inspections,failed_inspections,Treemap Failure Rate
2022Q2,Risk 3 (Low),Liquor,7,3,42.86
2022Q2,Risk 3 (Low),Mobile Food Dispenser,4,0,0.0
2022Q2,Risk 3 (Low),Mobile Frozen Desserts Vendor,2,0,0.0
2022Q2,Risk 3 (Low),Mobile Prepared Food Vendor,4,0,0.0
2022Q2,Risk 3 (Low),Restaurant,29,2,6.9
2022Q2,Risk 3 (Low),School,5,0,0.0
2022Q2,Risk 3 (Low),Shared Kitchen User (Long Term),1,0,0.0
2022Q2,Risk 3 (Low),Special Event,1,0,0.0
2022Q2,Risk 3 (Low),TAVERN,9,2,22.22
2022Q3,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2022Q3,Risk 1 (High),Assisted Living Senior Care,1,0,0.0
2022Q3,Risk 1 (High),BANQUET,1,0,0.0
2022Q3,Risk 1 (High),BANQUET HALL,5,1,20.0
2022Q3,Risk 1 (High),BANQUET ROOM,1,0,0.0
2022Q3,Risk 1 (High),Bakery,25,5,20.0
2022Q3,Risk 1 (High),CHARTER SCHOOL,1,0,0.0
2022Q3,Risk 1 (High),CHURCH KITCHEN,1,0,0.0
2022Q3,Risk 1 (High),Catering,30,6,20.0
2022Q3,Risk 1 (High),Children's Services Facility,150,17,11.33
2022Q3,Risk 1 (High),DAYCARE,2,1,50.0
2022Q3,Risk 1 (High),Daycare (2 - 6 Years),30,1,3.33
2022Q3,Risk 1 (High),Daycare (Under 2 Years),4,0,0.0
2022Q3,Risk 1 (High),Daycare Above and Under 2 Years,79,20,25.32
2022Q3,Risk 1 (High),Daycare Combo 1586,3,1,33.33
2022Q3,Risk 1 (High),EVENT CENTER,4,2,50.0
2022Q3,Risk 1 (High),GROCERY STORE/COOKING SCHOOL,1,0,0.0
2022Q3,Risk 1 (High),GROCERY/RESTAURANT,2,1,50.0
2022Q3,Risk 1 (High),Golden Diner,6,0,0.0
2022Q3,Risk 1 (High),Grocery Store,181,42,23.2
2022Q3,Risk 1 (High),HIGH SCHOOL KITCHEN,1,0,0.0
2022Q3,Risk 1 (High),HOTEL,2,1,50.0
2022Q3,Risk 1 (High),Hospital,15,1,6.67
2022Q3,Risk 1 (High),Liquor,1,0,0.0
2022Q3,Risk 1 (High),Long Term Care,59,14,23.73
2022Q3,Risk 1 (High),Mobile Food Preparer,1,0,0.0
2022Q3,Risk 1 (High),PRIVATE SCHOOL,4,0,0.0
2022Q3,Risk 1 (High),Restaurant,2706,607,22.43
2022Q3,Risk 1 (High),SENIOR DAY CARE,1,0,0.0
2022Q3,Risk 1 (High),SUPPORTIVE LIVING,3,2,66.67
2022Q3,Risk 1 (High),SUSHI COUNTER,1,0,0.0
2022Q3,Risk 1 (High),School,263,82,31.18
2022Q3,Risk 1 (High),Shared Kitchen,2,0,0.0
2022Q3,Risk 1 (High),Shared Kitchen User (Long Term),7,0,0.0
2022Q3,Risk 1 (High),Shelter,4,2,50.0
2022Q3,Risk 1 (High),Special Event,4,1,25.0
2022Q3,Risk 2 (Medium),Bakery,14,2,14.29
2022Q3,Risk 2 (Medium),CANDY/GELATO,1,0,0.0
2022Q3,Risk 2 (Medium),CONVENIENCE STORE,2,1,50.0
2022Q3,Risk 2 (Medium),COOKING CLASS,2,0,0.0
2022Q3,Risk 2 (Medium),Catering,2,0,0.0
2022Q3,Risk 2 (Medium),Children's Services Facility,1,0,0.0
2022Q3,Risk 2 (Medium),GAS STATION,1,1,100.0
2022Q3,Risk 2 (Medium),GROCERY STORE/GAS STATION,2,1,50.0
2022Q3,Risk 2 (Medium),Grocery Store,103,25,24.27
2022Q3,Risk 2 (Medium),ICE CREAM SHOP,1,0,0.0
2022Q3,Risk 2 (Medium),LIQUOR/COFFEE KIOSK,1,0,0.0
2022Q3,Risk 2 (Medium),Liquor,4,1,25.0
2022Q3,Risk 2 (Medium),MOVIE THEATRE,1,0,0.0
2022Q3,Risk 2 (Medium),Mobile Food Dispenser,1,1,100.0
2022Q3,Risk 2 (Medium),Mobile Food Preparer,27,6,22.22
2022Q3,Risk 2 (Medium),Mobile Prepared Food Vendor,1,0,0.0
2022Q3,Risk 2 (Medium),Navy Pier Kiosk,1,0,0.0
2022Q3,Risk 2 (Medium),Pop-Up Food Establishment User-Tier II,1,0,0.0
2022Q3,Risk 2 (Medium),Restaurant,461,95,20.61
2022Q3,Risk 2 (Medium),School,24,5,20.83
2022Q3,Risk 2 (Medium),Shared Kitchen User (Long Term),10,0,0.0
2022Q3,Risk 2 (Medium),Special Event,6,0,0.0
2022Q3,Risk 2 (Medium),Wholesale,1,0,0.0
2022Q3,Risk 2 (Medium),donut shop,1,0,0.0
2022Q3,Risk 3 (Low),Catering,1,0,0.0
2022Q3,Risk 3 (Low),GAS STATION,3,0,0.0
2022Q3,Risk 3 (Low),Grocery Store,96,21,21.88
2022Q3,Risk 3 (Low),Liquor,20,5,25.0
2022Q3,Risk 3 (Low),Mobile Food Dispenser,3,0,0.0
2022Q3,Risk 3 (Low),Mobile Frozen Desserts Vendor,4,0,0.0
2022Q3,Risk 3 (Low),Restaurant,15,2,13.33
2022Q3,Risk 3 (Low),STORE,2,0,0.0
2022Q3,Risk 3 (Low),School,7,4,57.14
2022Q3,Risk 3 (Low),Special Event,2,0,0.0
2022Q3,Risk 3 (Low),TAVERN,5,0,0.0
2022Q3,Risk 3 (Low),Wholesale,1,0,0.0
2022Q3,Risk 3 (Low),theater,1,0,0.0
2022Q4,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,1,0,0.0
2022Q4,Risk 1 (High),ADULT DAYCARE,4,1,25.0
2022Q4,Risk 1 (High),Assisted Living,1,0,0.0
2022Q4,Risk 1 (High),BANQUET,4,1,25.0
2022Q4,Risk 1 (High),BANQUET HALL,3,0,0.0
2022Q4,Risk 1 (High),Bakery,28,6,21.43
2022Q4,Risk 1 (High),Banquet Hall,1,0,0.0
2022Q4,Risk 1 (High),CAFETERIA,2,1,50.0
2022Q4,Risk 1 (High),CATERING/BANQUET,1,0,0.0
2022Q4,Risk 1 (High),CHARTER,1,0,0.0
2022Q4,Risk 1 (High),CHARTER SCHOOL,3,1,33.33
2022Q4,Risk 1 (High),CHILDRENS SERVICES FACILITY,2,1,50.0
2022Q4,Risk 1 (High),COOKING SCHOOL,4,0,0.0
2022Q4,Risk 1 (High),Catering,26,4,15.38
2022Q4,Risk 1 (High),Children's Services Facility,170,28,16.47
2022Q4,Risk 1 (High),DAY CARE 2-14,1,0,0.0
2022Q4,Risk 1 (High),DAYCARE,2,0,0.0
2022Q4,Risk 1 (High),Daycare (2 - 6 Years),38,6,15.79
2022Q4,Risk 1 (High),Daycare (Under 2 Years),5,1,20.0
2022Q4,Risk 1 (High),Daycare Above and Under 2 Years,69,19,27.54
2022Q4,Risk 1 (High),Daycare Combo 1586,6,1,16.67
2022Q4,Risk 1 (High),Daycare Night,1,0,0.0
2022Q4,Risk 1 (High),GROCERY STORE/GAS STATION,4,2,50.0
2022Q4,Risk 1 (High),GROCERY/BAKERY,1,0,0.0
2022Q4,Risk 1 (High),GROCERY/TAQUERIA,1,0,0.0
2022Q4,Risk 1 (High),Golden Diner,21,3,14.29
2022Q4,Risk 1 (High),Grocery Store,185,47,25.41
2022Q4,Risk 1 (High),Hospital,19,2,10.53
2022Q4,Risk 1 (High),Long Term Care,73,21,28.77
2022Q4,Risk 1 (High),REGULATED BUSINESS,1,0,0.0
2022Q4,Risk 1 (High),RESTAURANT/BAR,1,0,0.0
2022Q4,Risk 1 (High),RESTAURANT/GROCERY STORE,2,1,50.0
2022Q4,Risk 1 (High),Restaurant,2459,482,19.6
2022Q4,Risk 1 (High),SUPPORTIVE LIVING,2,0,0.0
2022Q4,Risk 1 (High),School,159,60,37.74
2022Q4,Risk 1 (High),Shared Kitchen,17,5,29.41
2022Q4,Risk 1 (High),Shared Kitchen User (Long Term),2,0,0.0
2022Q4,Risk 1 (High),Shelter,1,0,0.0
2022Q4,Risk 1 (High),Special Event,1,0,0.0
2022Q4,Risk 1 (High),Wholesale,3,1,33.33
2022Q4,Risk 1 (High),banquets,1,0,0.0
2022Q4,Risk 1 (High),private school,1,0,0.0
2022Q4,Risk 2 (Medium),BANQUET HALL,2,0,0.0
2022Q4,Risk 2 (Medium),Bakery,47,10,21.28
2022Q4,Risk 2 (Medium),COFFEE KIOSK,1,0,0.0
2022Q4,Risk 2 (Medium),Catering,1,0,0.0
2022Q4,Risk 2 (Medium),Daycare (2 - 6 Years),2,1,50.0
2022Q4,Risk 2 (Medium),GAS STATION,2,0,0.0
2022Q4,Risk 2 (Medium),GYM STORE,1,0,0.0
2022Q4,Risk 2 (Medium),Grocery Store,133,23,17.29
2022Q4,Risk 2 (Medium),ICE CREAM SHOP,3,0,0.0
2022Q4,Risk 2 (Medium),Liquor,2,1,50.0
2022Q4,Risk 2 (Medium),Mobile Food Dispenser,4,2,50.0
2022Q4,Risk 2 (Medium),Mobile Food Preparer,13,3,23.08
2022Q4,Risk 2 (Medium),Mobile Prepared Food Vendor,2,1,50.0
2022Q4,Risk 2 (Medium),Pop-Up Establishment Host-Tier II,2,0,0.0
2022Q4,Risk 2 (Medium),Restaurant,585,100,17.09
2022Q4,Risk 2 (Medium),School,21,6,28.57
2022Q4,Risk 2 (Medium),Special Event,2,0,0.0
2022Q4,Risk 2 (Medium),TAVERN,3,0,0.0
2022Q4,Risk 2 (Medium),TEACHING SCHOOL,1,0,0.0
2022Q4,Risk 2 (Medium),Wholesale,2,2,100.0
2022Q4,Risk 2 (Medium),tavern,1,0,0.0
2022Q4,Risk 3 (Low),Children's Services Facility,1,0,0.0
2022Q4,Risk 3 (Low),FOOD PANTRY,1,0,0.0
2022Q4,Risk 3 (Low),GAS STATION,3,1,33.33
2022Q4,Risk 3 (Low),GAS STATION/FOOD,1,0,0.0
2022Q4,Risk 3 (Low),GAS STATION/GROCERY,1,0,0.0
2022Q4,Risk 3 (Low),Grocery Store,161,28,17.39
2022Q4,Risk 3 (Low),LIQUOR STORE,1,0,0.0
2022Q4,Risk 3 (Low),Liquor,15,5,33.33
2022Q4,Risk 3 (Low),Mobile Food Dispenser,1,0,0.0
2022Q4,Risk 3 (Low),NIGHT CLUB,1,0,0.0
2022Q4,Risk 3 (Low),Pop-Up Establishment Host-Tier II,2,0,0.0
2022Q4,Risk 3 (Low),Pop-Up Food Establishment User-Tier I,1,0,0.0
2022Q4,Risk 3 (Low),RETAIL FOOD,1,0,0.0
2022Q4,Risk 3 (Low),ROOM SERVICE,1,0,0.0
2022Q4,Risk 3 (Low),Restaurant,30,3,10.0
2022Q4,Risk 3 (Low),STORE,4,0,0.0
2022Q4,Risk 3 (Low),School,12,4,33.33
2022Q4,Risk 3 (Low),Shared Kitchen User (Long Term),1,0,0.0
2022Q4,Risk 3 (Low),Special Event,3,1,33.33
2022Q4,Risk 3 (Low),TAVERN,5,1,20.0
2022Q4,Risk 3 (Low),Wholesale,1,0,0.0
2023Q1,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,2,1,50.0
2023Q1,Risk 1 (High),1023-CHILDREN'S SERVICES FACILITY,1,0,0.0
2023Q1,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2023Q1,Risk 1 (High),BANQUET,1,0,0.0
2023Q1,Risk 1 (High),Bakery,26,3,11.54
2023Q1,Risk 1 (High),Banquet Hall,1,0,0.0
2023Q1,Risk 1 (High),CAFETERIA,2,0,0.0
2023Q1,Risk 1 (High),CATERING/BANQUET,2,0,0.0
2023Q1,Risk 1 (High),CHARTER SCHOOL,5,1,20.0
2023Q1,Risk 1 (High),COOKING SCHOOL,1,0,0.0
2023Q1,Risk 1 (High),CULINARY CLASS ROOMS,1,0,0.0
2023Q1,Risk 1 (High),Catering,29,4,13.79
2023Q1,Risk 1 (High),Children's Services Facility,156,28,17.95
2023Q1,Risk 1 (High),Daycare (2 - 6 Years),29,8,27.59
2023Q1,Risk 1 (High),Daycare (Under 2 Years),3,1,33.33
2023Q1,Risk 1 (High),Daycare Above and Under 2 Years,87,29,33.33
2023Q1,Risk 1 (High),Daycare Combo 1586,3,1,33.33
2023Q1,Risk 1 (High),Daycare Night,1,0,0.0
2023Q1,Risk 1 (High),EVENT SPACE,1,0,0.0
2023Q1,Risk 1 (High),Golden Diner,8,0,0.0
2023Q1,Risk 1 (High),Grocery & Restaurant,1,0,0.0
2023Q1,Risk 1 (High),Grocery Store,173,42,24.28
2023Q1,Risk 1 (High),Grocery(Sushi prep),1,0,0.0
2023Q1,Risk 1 (High),Hospital,10,2,20.0
2023Q1,Risk 1 (High),Long Term Care,25,5,20.0
2023Q1,Risk 1 (High),MUSIC VENUE,6,2,33.33
2023Q1,Risk 1 (High),Mobile Food Preparer,2,0,0.0
2023Q1,Risk 1 (High),OUTREACH CULINARY KITCHEN,1,0,0.0
2023Q1,Risk 1 (High),PALETERIA,2,1,50.0
2023Q1,Risk 1 (High),PRIVATE SCHOOL,4,1,25.0
2023Q1,Risk 1 (High),PUBLIC SHCOOL,1,0,0.0
2023Q1,Risk 1 (High),Pop-Up Establishment Host-Tier III,2,1,50.0
2023Q1,Risk 1 (High),Restaurant,2647,512,19.34
2023Q1,Risk 1 (High),SUPPORTIVE LIVING,2,0,0.0
2023Q1,Risk 1 (High),School,452,140,30.97
2023Q1,Risk 1 (High),Shared Kitchen,2,0,0.0
2023Q1,Risk 1 (High),Shared Kitchen User (Long Term),3,0,0.0
2023Q1,Risk 1 (High),Shelter,4,2,50.0
2023Q1,Risk 1 (High),Special Event,2,0,0.0
2023Q1,Risk 1 (High),banquets,1,0,0.0
2023Q1,Risk 1 (High),cooking school,2,0,0.0
2023Q1,Risk 2 (Medium),Bakery,20,4,20.0
2023Q1,Risk 2 (Medium),Grocery Store,96,25,26.04
2023Q1,Risk 2 (Medium),HOT DOG STATION,1,0,0.0
2023Q1,Risk 2 (Medium),LIVE POULTRY,1,0,0.0
2023Q1,Risk 2 (Medium),Mobile Food Preparer,21,1,4.76
2023Q1,Risk 2 (Medium),Pop-Up Establishment Host-Tier II,2,0,0.0
2023Q1,Risk 2 (Medium),Pop-Up Food Establishment User-Tier II,2,0,0.0
2023Q1,Risk 2 (Medium),ROOF TOPS,1,0,0.0
2023Q1,Risk 2 (Medium),ROOFTOPS,1,0,0.0
2023Q1,Risk 2 (Medium),Restaurant,344,65,18.9
2023Q1,Risk 2 (Medium),School,5,1,20.0
2023Q1,Risk 2 (Medium),Shared Kitchen User (Long Term),2,0,0.0
2023Q1,Risk 2 (Medium),Wholesale,1,0,0.0
2023Q1,Risk 3 (Low),BREWERY,1,0,0.0
2023Q1,Risk 3 (Low),DISTRIBUTION CENTER,1,0,0.0
2023Q1,Risk 3 (Low),EVENT SPACE,1,0,0.0
2023Q1,Risk 3 (Low),FOOD PANTRY,2,1,50.0
2023Q1,Risk 3 (Low),GAS STATION,4,1,25.0
2023Q1,Risk 3 (Low),GAS STATION/MINI MART,1,0,0.0
2023Q1,Risk 3 (Low),GAS/MINI MART,1,0,0.0
2023Q1,Risk 3 (Low),GROCERY STORE/GAS STATION,1,0,0.0
2023Q1,Risk 3 (Low),Grocery Store,119,28,23.53
2023Q1,Risk 3 (Low),HERBAL REMEDY,1,0,0.0
2023Q1,Risk 3 (Low),Mobile Food Dispenser,1,0,0.0
2023Q1,Risk 3 (Low),Mobile Frozen Desserts Vendor,1,0,0.0
2023Q1,Risk 3 (Low),Mobile Prepared Food Vendor,1,0,0.0
2023Q1,Risk 3 (Low),NEWSSTAND,1,0,0.0
2023Q1,Risk 3 (Low),Pop-Up Establishment Host-Tier II,2,0,0.0
2023Q1,Risk 3 (Low),RETAIL FOOD,2,1,50.0
2023Q1,Risk 3 (Low),Restaurant,15,4,26.67
2023Q1,Risk 3 (Low),STORE,1,0,0.0
2023Q1,Risk 3 (Low),School,1,0,0.0
2023Q1,Risk 3 (Low),TAVERN,3,0,0.0
2023Q1,Risk 3 (Low),THEATER,2,2,100.0
2023Q2,Risk 1 (High),A-Not-For-Profit Chef Training Program,1,0,0.0
2023Q2,Risk 1 (High),ADULT DAYCARE,1,0,0.0
2023Q2,Risk 1 (High),AFTER SCHOOL PROGRAM,2,1,50.0
2023Q2,Risk 1 (High),ARCHDIOCESE,1,0,0.0
2023Q2,Risk 1 (High),BANQUET,2,0,0.0
2023Q2,Risk 1 (High),BANQUET HALL,3,0,0.0
2023Q2,Risk 1 (High),Bakery,46,13,28.26
2023Q2,Risk 1 (High),CHARTER SCHOOL,2,0,0.0
2023Q2,Risk 1 (High),CHILDRENS SERVICES FACILITY,2,1,50.0
2023Q2,Risk 1 (High),CHURCH KITCHEN,2,1,50.0
2023Q2,Risk 1 (High),CHURCH/SPECIAL EVENTS,1,0,0.0
2023Q2,Risk 1 (High),COMMISSARY,2,0,0.0
2023Q2,Risk 1 (High),COOKING SCHOOL,2,0,0.0
2023Q2,Risk 1 (High),Catering,23,2,8.7
2023Q2,Risk 1 (High),Children's Services Facility,147,24,16.33
2023Q2,Risk 1 (High),DAY CARE 2-14,1,0,0.0
2023Q2,Risk 1 (High),Daycare (2 - 6 Years),29,10,34.48
2023Q2,Risk 1 (High),Daycare (Under 2 Years),2,0,0.0
2023Q2,Risk 1 (High),Daycare Above and Under 2 Years,60,15,25.0
2023Q2,Risk 1 (High),Daycare Combo 1586,2,1,50.0
2023Q2,Risk 1 (High),GROCERY STORE/COOKING SCHOOL,1,0,0.0
2023Q2,Risk 1 (High),GROCERY STORE/GAS STATION,3,1,33.33
2023Q2,Risk 1 (High),GROCERY/RESTAURANT,1,0,0.0
2023Q2,Risk 1 (High),Golden Diner,18,6,33.33
2023Q2,Risk 1 (High),Grocery Store,212,54,25.47
2023Q2,Risk 1 (High),HOTEL,2,1,50.0
2023Q2,Risk 1 (High),Hospital,30,7,23.33
2023Q2,Risk 1 (High),Long Term Care,50,14,28.0
2023Q2,Risk 1 (High),MUSIC VENUE,4,2,50.0
2023Q2,Risk 1 (High),Mobile Food Preparer,1,0,0.0
2023Q2,Risk 1 (High),NURSING HOME,2,1,50.0
2023Q2,Risk 1 (High),PRIVATE SCHOOL,6,0,0.0
2023Q2,Risk 1 (High),Private School,1,0,0.0
2023Q2,Risk 1 (High),REGULATED BUSINESS,1,0,0.0
2023Q2,Risk 1 (High),Restaurant,2742,576,21.01
2023Q2,Risk 1 (High),STADIUM,3,1,33.33
2023Q2,Risk 1 (High),School,263,80,30.42
2023Q2,Risk 1 (High),Shared Kitchen,12,1,8.33
2023Q2,Risk 1 (High),Shared Kitchen User (Long Term),14,0,0.0
2023Q2,Risk 1 (High),Shelter,1,0,0.0
2023Q2,Risk 1 (High),Special Event,1,0,0.0
2023Q2,Risk 1 (High),UNIVERSITY CAFETERIA,3,2,66.67
2023Q2,Risk 2 (Medium),Bakery,23,5,21.74
2023Q2,Risk 2 (Medium),Banquet,4,1,25.0
2023Q2,Risk 2 (Medium),COFFEE AND/OR DRINKS,1,1,100.0
2023Q2,Risk 2 (Medium),GAS STATION,2,1,50.0
2023Q2,Risk 2 (Medium),GAS STATION/GROCERY,1,0,0.0
2023Q2,Risk 2 (Medium),GROCERY STORE/GAS STATION,2,1,50.0
2023Q2,Risk 2 (Medium),Grocery Store,99,20,20.2
2023Q2,Risk 2 (Medium),ICE CREAM SHOP,3,1,33.33
2023Q2,Risk 2 (Medium),JUICE BAR/GROCERY,1,0,0.0
2023Q2,Risk 2 (Medium),Liquor,2,0,0.0
2023Q2,Risk 2 (Medium),MOBIL FOOD PREPARED,1,0,0.0
2023Q2,Risk 2 (Medium),MOBILE FOOD,1,0,0.0
2023Q2,Risk 2 (Medium),MOVIE THEATRE,1,0,0.0
2023Q2,Risk 2 (Medium),Mobile Food Dispenser,1,0,0.0
2023Q2,Risk 2 (Medium),Mobile Food Preparer,34,5,14.71
2023Q2,Risk 2 (Medium),Mobile Prepared Food Vendor,1,0,0.0
2023Q2,Risk 2 (Medium),NUTRITION..SMOOTHIES/SHAKES,3,2,66.67
2023Q2,Risk 2 (Medium),PRIVATE SCHOOL,1,0,0.0
2023Q2,Risk 2 (Medium),Pop-Up Establishment Host-Tier II,1,0,0.0
2023Q2,Risk 2 (Medium),RIVERWALK,1,0,0.0
2023Q2,Risk 2 (Medium),Restaurant,363,67,18.46
2023Q2,Risk 2 (Medium),STADIUM,1,0,0.0
2023Q2,Risk 2 (Medium),School,10,4,40.0
2023Q2,Risk 2 (Medium),Shared Kitchen User (Long Term),5,0,0.0
2023Q2,Risk 2 (Medium),Shared Kitchen User (Short Term),1,0,0.0
2023Q2,Risk 2 (Medium),Special Event,8,2,25.0
2023Q2,Risk 2 (Medium),Wholesale,1,0,0.0
2023Q2,Risk 3 (Low),GAS STATION,2,0,0.0
2023Q2,Risk 3 (Low),Grocery Store,160,33,20.62
2023Q2,Risk 3 (Low),Liquor,19,7,36.84
2023Q2,Risk 3 (Low),Mobile Food Dispenser,7,0,0.0
2023Q2,Risk 3 (Low),Mobile Frozen Desserts Vendor,3,0,0.0
2023Q2,Risk 3 (Low),Navy Pier Kiosk,2,1,50.0
2023Q2,Risk 3 (Low),Other,6,3,50.0
2023Q2,Risk 3 (Low),RETAIL SALES,2,1,50.0
2023Q2,Risk 3 (Low),Restaurant,34,3,8.82
2023Q2,Risk 3 (Low),School,5,0,0.0
2023Q2,Risk 3 (Low),TAVERN,8,1,12.5
2023Q2,Risk 3 (Low),TAVERN/PACKAGED GOODS,2,0,0.0
2023Q2,Risk 3 (Low),THEATER,1,0,0.0
2023Q2,Risk 3 (Low),WAREHOUSE,2,1,50.0
2023Q3,Risk 1 (High),1023-CHILDREN'S SERVICES FACILITY,1,0,0.0
2023Q3,Risk 1 (High),Assisted Living,2,1,50.0
2023Q3,Risk 1 (High),BANQUET,3,0,0.0
2023Q3,Risk 1 (High),BANQUET HALL,5,1,20.0
2023Q3,Risk 1 (High),Bakery,38,10,26.32
2023Q3,Risk 1 (High),Banquet Hall,1,0,0.0
2023Q3,Risk 1 (High),CAFETERIA,1,0,0.0
2023Q3,Risk 1 (High),CATERING/CAFE,1,0,0.0
2023Q3,Risk 1 (High),CHARTER SCHOOL,11,3,27.27
2023Q3,Risk 1 (High),CHILDRENS SERVICES FACILITY,1,0,0.0
2023Q3,Risk 1 (High),CHURCH KITCHEN,1,0,0.0
2023Q3,Risk 1 (High),CULINARY SCHOOL,2,1,50.0
2023Q3,Risk 1 (High),Catering,27,5,18.52
2023Q3,Risk 1 (High),Children's Services Facility,134,25,18.66
2023Q3,Risk 1 (High),DAYCARE,4,3,75.0
2023Q3,Risk 1 (High),Daycare (2 - 6 Years),33,12,36.36
2023Q3,Risk 1 (High),Daycare (Under 2 Years),2,0,0.0
2023Q3,Risk 1 (High),Daycare Above and Under 2 Years,69,17,24.64
2023Q3,Risk 1 (High),Daycare Combo 1586,5,1,20.0
2023Q3,Risk 1 (High),EVENT CENTER,2,0,0.0
2023Q3,Risk 1 (High),GROCERY/BAKERY,2,1,50.0
2023Q3,Risk 1 (High),GROCERY/TAQUERIA,1,0,0.0
2023Q3,Risk 1 (High),Golden Diner,11,2,18.18
2023Q3,Risk 1 (High),Grocery Store,223,60,26.91
2023Q3,Risk 1 (High),HOTEL,2,0,0.0
2023Q3,Risk 1 (High),Hospital,13,1,7.69
2023Q3,Risk 1 (High),Liquor,3,1,33.33
2023Q3,Risk 1 (High),Long Term Care,45,16,35.56
2023Q3,Risk 1 (High),MUSIC VENUE,1,1,100.0
2023Q3,Risk 1 (High),Mobile Food Preparer,1,0,0.0
2023Q3,Risk 1 (High),PRIVATE SCHOOL,1,0,0.0
2023Q3,Risk 1 (High),REHAB CENTER,2,1,50.0
2023Q3,Risk 1 (High),RESTAURANT/BAR,4,4,100.0
2023Q3,Risk 1 (High),RESTAURANT/GROCERY STORE,1,0,0.0
2023Q3,Risk 1 (High),ROOFTOPS,1,0,0.0
2023Q3,Risk 1 (High),Restaurant,2665,604,22.66
2023Q3,Risk 1 (High),SENIOR DAY CARE,2,1,50.0
2023Q3,Risk 1 (High),SUPPORTIVE LIVING,2,1,50.0
2023Q3,Risk 1 (High),School,303,69,22.77
2023Q3,Risk 1 (High),Shared Kitchen,4,0,0.0
2023Q3,Risk 1 (High),Shared Kitchen User (Long Term),9,0,0.0
2023Q3,Risk 1 (High),Shelter,2,0,0.0
2023Q3,Risk 1 (High),Special Event,5,1,20.0
2023Q3,Risk 1 (High),Wholesale,2,1,50.0
2023Q3,Risk 2 (Medium),Airport Lounge,1,0,0.0
2023Q3,Risk 2 (Medium),Bakery,27,6,22.22
2023Q3,Risk 2 (Medium),CANDY SHOP,1,0,0.0
2023Q3,Risk 2 (Medium),CHURCH,1,0,0.0
2023Q3,Risk 2 (Medium),COFFEE AND/OR DRINKS,1,0,0.0
2023Q3,Risk 2 (Medium),Coffee shop,2,1,50.0
2023Q3,Risk 2 (Medium),GROCERY STORE/RESTAURANT,2,0,0.0
2023Q3,Risk 2 (Medium),Grocery Store,83,21,25.3
2023Q3,Risk 2 (Medium),Mobile Food Dispenser,3,1,33.33
2023Q3,Risk 2 (Medium),Mobile Food Preparer,17,2,11.76
2023Q3,Risk 2 (Medium),PRIVATE SCHOOL,1,0,0.0
2023Q3,Risk 2 (Medium),Pop-Up Establishment Host-Tier II,1,0,0.0
2023Q3,Risk 2 (Medium),Pop-Up Establishment Host-Tier III,1,0,0.0
2023Q3,Risk 2 (Medium),RIVERWALK,1,0,0.0
2023Q3,Risk 2 (Medium),ROOF TOP,1,0,0.0
2023Q3,Risk 2 (Medium),ROOF TOPS,1,0,0.0
2023Q3,Risk 2 (Medium),ROOFTOP,4,0,0.0
2023Q3,Risk 2 (Medium),ROOFTOPS,6,0,0.0
2023Q3,Risk 2 (Medium),Restaurant,345,82,23.77
2023Q3,Risk 2 (Medium),School,35,12,34.29
2023Q3,Risk 2 (Medium),Shared Kitchen User (Long Term),4,0,0.0
2023Q3,Risk 2 (Medium),Special Event,9,2,22.22
2023Q3,Risk 2 (Medium),WHOLESALE BAKERY,1,0,0.0
2023Q3,Risk 2 (Medium),WRIGLEY ROOFTOP,1,0,0.0
2023Q3,Risk 2 (Medium),coffee shop,2,1,50.0
2023Q3,Risk 3 (Low),Bakery,1,0,0.0
2023Q3,Risk 3 (Low),FROZEN DESSERT PUSHCARTS,2,0,0.0
2023Q3,Risk 3 (Low),GAS STATION,1,0,0.0
2023Q3,Risk 3 (Low),Grocery Store,135,27,20.0
2023Q3,Risk 3 (Low),HOTEL,1,0,0.0
2023Q3,Risk 3 (Low),Liquor,21,9,42.86
2023Q3,Risk 3 (Low),Restaurant,27,6,22.22
2023Q3,Risk 3 (Low),School,6,1,16.67
2023Q3,Risk 3 (Low),TAVERN,2,0,0.0
2023Q3,Risk 3 (Low),bar,1,0,0.0
2023Q4,Risk 1 (High),1023 CHILDERN'S SERVICES FACILITY,1,0,0.0
2023Q4,Risk 1 (High),ADULT DAYCARE,2,0,0.0
2023Q4,Risk 1 (High),ASSISTED LIVING,1,0,0.0
2023Q4,Risk 1 (High),Assisted Living Senior Care,1,0,0.0
2023Q4,Risk 1 (High),BANQUET,2,0,0.0
2023Q4,Risk 1 (High),BANQUET HALL,4,0,0.0
2023Q4,Risk 1 (High),BANQUET HALL/CATERING,1,0,0.0
2023Q4,Risk 1 (High),Bakery,22,5,22.73
2023Q4,Risk 1 (High),Banquet Hall,2,1,50.0
2023Q4,Risk 1 (High),CAFETERIA,3,0,0.0
2023Q4,Risk 1 (High),CHARTER,1,0,0.0
2023Q4,Risk 1 (High),CHARTER SCHOOL,2,0,0.0
2023Q4,Risk 1 (High),COMMISARY,2,1,50.0
2023Q4,Risk 1 (High),COOKING SCHOOL,1,0,0.0
2023Q4,Risk 1 (High),Catering,45,10,22.22
